Invoice No,Invoice Date,Customer Code,Customer Name,Customer Type,Region,State,City,Product Code,Product Name,Category,Brand,Quantity,Unit Price,Payment Status,Payment Mode,Sales Person,Gross Sales,Discount %,Discount Amount,Tax %,Tax Amount,Net Sales,Cost,Profit
INV00000103,2025-07-10,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000040,Lycra 320 GSM,Technical Textile,Trident,217,667.35,Paid,RTGS,Amit Shah,144814.95,10,14481.5,18,23460.02,153793.48,116529,13804.46
INV00000104,2025-03-03,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,462,617.27,Paid,UPI,Amit Shah,285178.74,15,42776.81,18,43632.35,286034.28,238854,3547.93
INV00000105,2024-02-17,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000005,Canvas 200 GSM,Viscose,Welspun,492,250.29,Paid,Cash,Rahul Mehta,123142.68,5,6157.13,18,21057.4,138042.94,104796,12189.55
INV00000106,2024-02-22,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,145,456.19,Pending,RTGS,Sneha Patel,66147.55,10,6614.76,18,10715.9,70248.7,50025,9507.8
INV00000107,2025-07-10,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000030,Twill 120 GSM,Denim,Vardhman,248,424.66,Pending,Cheque,Vikas Jain,105315.68,5,5265.78,18,18008.98,118058.88,88288,11761.9
INV00000108,2025-05-31,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,144,212.81,Paid,Cheque,Rohit Sharma,30644.64,10,3064.46,18,4964.43,32544.61,26640,940.18
INV00000109,2025-04-09,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000040,Lycra 320 GSM,Technical Textile,Trident,490,667.35,Overdue,Cash,Karan Singh,327001.5,0,0.0,18,58860.27,385861.77,263130,63871.5
INV00000110,2024-01-01,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000024,Lycra 140 GSM,Denim,Garden,15,604.73,Paid,NEFT,Vikas Jain,9070.95,0,0.0,18,1632.77,10703.72,7050,2020.95
INV00000111,2025-06-14,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000046,Canvas 240 GSM,Denim,Trident,323,568.25,Overdue,UPI,Karan Singh,183544.75,0,0.0,18,33038.06,216582.8,153748,29796.75
INV00000112,2025-04-27,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,174,540.47,Overdue,Cheque,Priya Verma,94041.78,5,4702.09,18,16081.14,105420.84,77256,12083.69
INV00000113,2025-07-04,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000019,Denim 180 GSM,Linen,Vardhman,128,568.96,Overdue,UPI,Sneha Patel,72826.88,10,7282.69,18,11797.95,77342.15,57472,8072.19
INV00000114,2025-09-18,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000011,Satin 120 GSM,Viscose,Reliance,204,756.61,Overdue,Cheque,Amit Shah,154348.44,10,15434.84,18,25004.45,163918.04,110364,28549.6
INV00000115,2024-11-03,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,365,195.22,Overdue,RTGS,Rahul Mehta,71255.3,10,7125.53,18,11543.36,75673.13,55115,9014.77
INV00000116,2025-12-26,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,461,132.1,Pending,Cheque,Neha Joshi,60898.1,0,0.0,18,10961.66,71859.76,45178,15720.1
INV00000117,2024-01-23,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000006,Canvas 240 GSM,Technical Textile,Vardhman,123,172.02,Overdue,UPI,Rahul Mehta,21158.46,0,0.0,18,3808.52,24966.98,16236,4922.46
INV00000118,2024-02-27,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000023,Lycra 120 GSM,Linen,Garden,58,746.96,Overdue,Cash,Priya Verma,43323.68,5,2166.18,18,7408.35,48565.85,34684,6473.5
INV00000119,2024-03-18,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,179,707.42,Paid,RTGS,Neha Joshi,126628.18,15,18994.23,18,19374.11,127008.06,103820,3813.95
INV00000120,2024-04-03,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,276,212.81,Pending,Cheque,Amit Shah,58735.56,15,8810.33,18,8986.54,58911.77,51060,-1134.77
INV00000121,2024-04-25,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,147,617.27,Paid,Cheque,Karan Singh,90738.69,0,0.0,18,16332.96,107071.65,75999,14739.69
INV00000122,2025-03-26,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000005,Canvas 200 GSM,Viscose,Welspun,239,250.29,Pending,Cash,Rahul Mehta,59819.31,5,2990.97,18,10229.1,67057.45,50907,5921.34
INV00000123,2025-12-19,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000031,Satin 120 GSM,Silk,Vardhman,186,634.54,Pending,NEFT,Vikas Jain,118024.44,15,17703.67,18,18057.74,118378.51,87978,12342.77
INV00000124,2024-06-06,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000005,Canvas 200 GSM,Viscose,Welspun,303,250.29,Paid,RTGS,Anjali Gupta,75837.87,15,11375.68,18,11603.19,76065.38,64539,-76.81
INV00000125,2025-01-10,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,197,410.93,Overdue,RTGS,Anjali Gupta,80953.21,15,12142.98,18,12385.84,81196.07,66389,2421.23
INV00000126,2024-06-18,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000050,Voile 140 GSM,Denim,Welspun,438,187.55,Paid,UPI,Neha Joshi,82146.9,5,4107.34,18,14047.12,92086.67,62634,15405.56
INV00000127,2025-11-09,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,368,115.63,Paid,Cash,Priya Verma,42551.84,5,2127.59,18,7276.36,47700.61,36800,3624.25
INV00000128,2024-03-28,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,17,410.93,Overdue,NEFT,Sneha Patel,6985.81,0,0.0,18,1257.45,8243.26,5729,1256.81
INV00000129,2025-12-20,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000010,Voile 140 GSM,Silk,Alok,50,438.55,Pending,UPI,Manish Kumar,21927.5,5,1096.38,18,3749.6,24580.73,17600,3231.12
INV00000130,2025-07-16,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000050,Voile 140 GSM,Denim,Welspun,296,187.55,Paid,Cash,Sneha Patel,55514.8,10,5551.48,18,8993.4,58956.72,42328,7635.32
INV00000131,2024-10-30,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000010,Voile 140 GSM,Silk,Alok,279,438.55,Pending,Cash,Rohit Sharma,122355.45,15,18353.32,18,18720.38,122722.52,98208,5794.13
INV00000132,2025-12-02,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,63,257.91,Pending,Cheque,Neha Joshi,16248.33,10,1624.83,18,2632.23,17255.73,12222,2401.5
INV00000133,2024-02-06,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000011,Satin 120 GSM,Viscose,Reliance,102,756.61,Paid,RTGS,Rohit Sharma,77174.22,0,0.0,18,13891.36,91065.58,55182,21992.22
INV00000134,2025-06-17,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,407,752.59,Pending,Cash,Rahul Mehta,306304.13,5,15315.21,18,52378.01,343366.93,227106,63882.92
INV00000135,2024-03-30,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,391,322.71,Pending,Cheque,Amit Shah,126179.61,10,12617.96,18,20441.1,134002.75,105961,7600.65
INV00000136,2025-07-23,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000033,Satin 280 GSM,Denim,Alok,118,173.6,Paid,NEFT,Karan Singh,20484.8,10,2048.48,18,3318.54,21754.86,16756,1680.32
INV00000137,2025-03-01,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,134,173.1,Pending,Cheque,Neha Joshi,23195.4,5,1159.77,18,3966.41,26002.04,16616,5419.63
INV00000138,2025-04-07,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,353,622.3,Pending,NEFT,Priya Verma,219671.9,10,21967.19,18,35586.85,233291.56,165557,32147.71
INV00000139,2025-11-03,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000031,Satin 120 GSM,Silk,Vardhman,401,634.54,Overdue,Cheque,Rohit Sharma,254450.54,10,25445.05,18,41220.99,270226.47,189673,39332.49
INV00000140,2025-11-16,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000017,Ribstop 320 GSM,Polyester,Arvind,370,787.49,Pending,RTGS,Manish Kumar,291371.3,0,0.0,18,52446.83,343818.13,212380,78991.3
INV00000141,2024-03-31,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,108,212.81,Overdue,NEFT,Manish Kumar,22983.48,10,2298.35,18,3723.32,24408.46,19980,705.13
INV00000142,2025-07-25,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000017,Ribstop 320 GSM,Polyester,Arvind,51,787.49,Pending,Cash,Manish Kumar,40161.99,15,6024.3,18,6144.78,40282.48,29274,4863.69
INV00000143,2024-04-07,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000007,Ribstop 280 GSM,Cotton Yarn,Welspun,105,648.63,Paid,RTGS,Anjali Gupta,68106.15,15,10215.92,18,10420.24,68310.47,55125,2765.23
INV00000144,2024-02-03,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000040,Lycra 320 GSM,Technical Textile,Trident,372,667.35,Overdue,NEFT,Sneha Patel,248254.2,0,0.0,18,44685.76,292939.96,199764,48490.2
INV00000145,2024-10-17,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000013,Twill 140 GSM,Linen,Welspun,93,193.63,Overdue,NEFT,Anjali Gupta,18007.59,5,900.38,18,3079.3,20186.51,13485,3622.21
INV00000146,2025-09-20,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,219,173.1,Overdue,NEFT,Sneha Patel,37908.9,0,0.0,18,6823.6,44732.5,27156,10752.9
INV00000147,2024-03-14,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,187,707.42,Pending,Cash,Manish Kumar,132287.54,5,6614.38,18,22621.17,148294.33,108460,17213.16
INV00000148,2025-01-16,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000020,Denim 100 GSM,Silk,Garden,41,787.32,Paid,RTGS,Anjali Gupta,32280.12,5,1614.01,18,5519.9,36186.01,24518,6148.11
INV00000149,2024-09-01,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000046,Canvas 240 GSM,Denim,Trident,463,568.25,Overdue,Cash,Amit Shah,263099.75,5,13154.99,18,44990.06,294934.82,220388,29556.76
INV00000150,2024-06-06,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000017,Ribstop 320 GSM,Polyester,Arvind,379,787.49,Overdue,Cash,Karan Singh,298458.71,15,44768.81,18,45664.18,299354.09,217546,36143.9
INV00000151,2024-06-04,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,482,257.91,Paid,NEFT,Vikas Jain,124312.62,10,12431.26,18,20138.64,132020.0,93508,18373.36
INV00000152,2025-10-01,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000005,Canvas 200 GSM,Viscose,Welspun,42,250.29,Paid,Cash,Karan Singh,10512.18,10,1051.22,18,1702.97,11163.94,8946,514.96
INV00000153,2025-05-06,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000009,Satin 320 GSM,Polyester,Arvind,336,700.76,Paid,UPI,Karan Singh,235455.36,5,11772.77,18,40262.87,263945.46,170016,53666.59
INV00000154,2024-01-18,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000010,Voile 140 GSM,Silk,Alok,497,438.55,Overdue,RTGS,Vikas Jain,217959.35,15,32693.9,18,33347.78,218613.23,174944,10321.45
INV00000155,2024-12-24,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000040,Lycra 320 GSM,Technical Textile,Trident,169,667.35,Pending,NEFT,Vikas Jain,112782.15,5,5639.11,18,19285.75,126428.79,90753,16390.04
INV00000156,2025-12-13,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000010,Voile 140 GSM,Silk,Alok,80,438.55,Overdue,NEFT,Manish Kumar,35084.0,15,5262.6,18,5367.85,35189.25,28160,1661.4
INV00000157,2025-08-31,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000028,Satin 240 GSM,Viscose,Raymond,430,390.55,Pending,RTGS,Sneha Patel,167936.5,0,0.0,18,30228.57,198165.07,143620,24316.5
INV00000158,2025-10-04,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000020,Denim 100 GSM,Silk,Garden,120,787.32,Pending,UPI,Vikas Jain,94478.4,10,9447.84,18,15305.5,100336.06,71760,13270.56
INV00000159,2024-06-16,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000043,Voile 240 GSM,Polyester,Raymond,475,232.56,Overdue,Cheque,Karan Singh,110466.0,10,11046.6,18,17895.49,117314.89,93575,5844.4
INV00000160,2024-08-29,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000048,Twill 100 GSM,Linen,Vardhman,162,588.08,Paid,Cash,Priya Verma,95268.96,0,0.0,18,17148.41,112417.37,71604,23664.96
INV00000161,2025-09-22,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000006,Canvas 240 GSM,Technical Textile,Vardhman,111,172.02,Paid,Cash,Sneha Patel,19094.22,10,1909.42,18,3093.26,20278.06,14652,2532.8
INV00000162,2025-05-30,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000050,Voile 140 GSM,Denim,Welspun,285,187.55,Overdue,NEFT,Karan Singh,53451.75,0,0.0,18,9621.32,63073.06,40755,12696.75
INV00000163,2024-11-18,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,469,212.81,Pending,Cash,Priya Verma,99807.89,10,9980.79,18,16168.88,105995.98,86765,3062.1
INV00000164,2024-08-19,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000004,Corduroy 140 GSM,Silk,Raymond,367,321.0,Paid,UPI,Karan Singh,117807.0,10,11780.7,18,19084.73,125111.03,85511,20515.3
INV00000165,2025-06-18,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000005,Canvas 200 GSM,Viscose,Welspun,226,250.29,Paid,RTGS,Vikas Jain,56565.54,10,5656.55,18,9163.62,60072.6,48138,2770.99
INV00000166,2025-11-24,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,130,115.63,Pending,NEFT,Karan Singh,15031.9,15,2254.78,18,2299.88,15077.0,13000,-222.89
INV00000167,2025-05-18,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000041,Drill 120 GSM,Silk,Welspun,366,139.65,Paid,RTGS,Karan Singh,51111.9,10,5111.19,18,8280.13,54280.84,41724,4276.71
INV00000168,2024-01-10,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000028,Satin 240 GSM,Viscose,Raymond,72,390.55,Overdue,UPI,Priya Verma,28119.6,10,2811.96,18,4555.38,29863.02,24048,1259.64
INV00000169,2025-05-29,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000028,Satin 240 GSM,Viscose,Raymond,495,390.55,Paid,Cash,Vikas Jain,193322.25,15,28998.34,18,29578.3,193902.22,165330,-1006.09
INV00000170,2024-01-27,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000031,Satin 120 GSM,Silk,Vardhman,463,634.54,Paid,Cheque,Sneha Patel,293792.02,0,0.0,18,52882.56,346674.58,218999,74793.02
INV00000171,2025-08-21,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,365,322.71,Overdue,Cash,Neha Joshi,117789.15,10,11778.92,18,19081.84,125092.08,98915,7095.23
INV00000172,2025-01-19,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000031,Satin 120 GSM,Silk,Vardhman,388,634.54,Pending,NEFT,Rohit Sharma,246201.52,15,36930.23,18,37668.83,246940.12,183524,25747.29
INV00000173,2025-12-05,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000035,Voile 180 GSM,Silk,Raymond,189,466.86,Overdue,Cash,Anjali Gupta,88236.54,15,13235.48,18,13500.19,88501.25,64827,10174.06
INV00000174,2024-06-13,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,122,574.75,Pending,Cash,Sneha Patel,70119.5,0,0.0,18,12621.51,82741.01,57340,12779.5
INV00000175,2025-05-28,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,127,622.3,Overdue,UPI,Priya Verma,79032.1,0,0.0,18,14225.78,93257.88,59563,19469.1
INV00000176,2024-09-21,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000048,Twill 100 GSM,Linen,Vardhman,317,588.08,Pending,Cash,Priya Verma,186421.36,10,18642.14,18,30200.26,197979.48,140114,27665.22
INV00000177,2024-05-21,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000010,Voile 140 GSM,Silk,Alok,277,438.55,Overdue,NEFT,Manish Kumar,121478.35,5,6073.92,18,20772.8,136177.23,97504,17900.43
INV00000178,2025-12-05,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,438,540.47,Overdue,Cash,Karan Singh,236725.86,5,11836.29,18,40480.12,265369.69,194472,30417.57
INV00000179,2024-10-30,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000009,Satin 320 GSM,Polyester,Arvind,89,700.76,Overdue,UPI,Vikas Jain,62367.64,5,3118.38,18,10664.87,69914.12,45034,14215.26
INV00000180,2025-10-07,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000030,Twill 120 GSM,Denim,Vardhman,311,424.66,Pending,NEFT,Rohit Sharma,132069.26,15,19810.39,18,20206.6,132465.47,110716,1542.87
INV00000181,2025-12-31,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000033,Satin 280 GSM,Denim,Alok,419,173.6,Paid,RTGS,Neha Joshi,72738.4,10,7273.84,18,11783.62,77248.18,59498,5966.56
INV00000182,2025-12-21,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,223,206.96,Paid,Cheque,Anjali Gupta,46152.08,15,6922.81,18,7061.27,46290.54,36572,2657.27
INV00000183,2025-01-12,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000034,Satin 240 GSM,Viscose,Raymond,393,537.58,Overdue,Cheque,Sneha Patel,211268.94,15,31690.34,18,32324.15,211902.75,163881,15697.6
INV00000184,2024-12-18,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000042,Voile 180 GSM,Technical Textile,Garden,131,355.46,Pending,NEFT,Vikas Jain,46565.26,15,6984.79,18,7124.48,46704.96,39562,18.47
INV00000185,2025-10-10,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000041,Drill 120 GSM,Silk,Welspun,113,139.65,Paid,Cheque,Rohit Sharma,15780.45,10,1578.04,18,2556.43,16758.84,12882,1320.41
INV00000186,2025-11-08,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,90,173.1,Paid,Cash,Neha Joshi,15579.0,10,1557.9,18,2523.8,16544.9,11160,2861.1
INV00000187,2025-11-13,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000048,Twill 100 GSM,Linen,Vardhman,360,588.08,Overdue,UPI,Karan Singh,211708.8,10,21170.88,18,34296.83,224834.75,159120,31417.92
INV00000188,2025-06-02,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,46,212.81,Paid,UPI,Neha Joshi,9789.26,5,489.46,18,1673.96,10973.76,8510,789.8
INV00000189,2024-12-10,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000042,Voile 180 GSM,Technical Textile,Garden,318,355.46,Pending,NEFT,Priya Verma,113036.28,10,11303.63,18,18311.88,120044.53,96036,5696.65
INV00000190,2025-06-20,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000004,Corduroy 140 GSM,Silk,Raymond,266,321.0,Overdue,RTGS,Manish Kumar,85386.0,5,4269.3,18,14601.01,95717.71,61978,19138.7
INV00000191,2025-05-17,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000041,Drill 120 GSM,Silk,Welspun,363,139.65,Overdue,Cash,Manish Kumar,50692.95,5,2534.65,18,8668.49,56826.8,41382,6776.3
INV00000192,2025-01-11,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000050,Voile 140 GSM,Denim,Welspun,469,187.55,Paid,RTGS,Rohit Sharma,87960.95,15,13194.14,18,13458.03,88224.83,67067,7699.81
INV00000193,2024-11-25,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000020,Denim 100 GSM,Silk,Garden,168,787.32,Pending,NEFT,Rahul Mehta,132269.76,0,0.0,18,23808.56,156078.32,100464,31805.76
INV00000194,2025-07-07,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000025,Drill 200 GSM,Linen,Alok,390,380.73,Paid,RTGS,Amit Shah,148484.7,15,22272.7,18,22718.16,148930.15,110760,15452.0
INV00000195,2024-10-08,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000046,Canvas 240 GSM,Denim,Trident,42,568.25,Pending,Cash,Amit Shah,23866.5,10,2386.65,18,3866.37,25346.22,19992,1487.85
INV00000196,2025-02-05,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000042,Voile 180 GSM,Technical Textile,Garden,316,355.46,Overdue,Cash,Rohit Sharma,112325.36,0,0.0,18,20218.56,132543.92,95432,16893.36
INV00000197,2024-01-15,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,141,195.22,Overdue,UPI,Neha Joshi,27526.02,5,1376.3,18,4706.95,30856.67,21291,4858.72
INV00000198,2024-05-06,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,164,206.96,Overdue,UPI,Karan Singh,33941.44,10,3394.14,18,5498.51,36045.81,26896,3651.3
INV00000199,2024-05-11,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,207,566.57,Pending,UPI,Neha Joshi,117279.99,0,0.0,18,21110.4,138390.39,91080,26199.99
INV00000200,2025-08-30,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000050,Voile 140 GSM,Denim,Welspun,17,187.55,Pending,Cash,Rohit Sharma,3188.35,0,0.0,18,573.9,3762.25,2431,757.35
INV00000201,2024-11-04,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,464,574.75,Pending,Cash,Amit Shah,266684.0,5,13334.2,18,45602.96,298952.76,218080,35269.8
INV00000202,2024-01-09,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,333,195.22,Pending,UPI,Rahul Mehta,65008.26,0,0.0,18,11701.49,76709.75,50283,14725.26
